"","name","year","month","ndvi_mean","gvi_mean","gpp_mean","Minimum_temperature_height_above_ground_6_Hour_Interval_mean","Maximum_temperature_height_above_ground_6_Hour_Interval_mean","Pressure_surface_mean","total_precipitation","Volumetric_Soil_Moisture_Content_depth_below_surface_layer_5_cm_mean","Volumetric_Soil_Moisture_Content_depth_below_surface_layer_150_cm_mean","Volumetric_Soil_Moisture_Content_depth_below_surface_layer_25_cm_mean","longitude","latitude","yield"
"20","Örebro",2001,8,0.47570159253325,0.417328597884222,0.0299406252736097,287.065322752922,290.518146145728,100248.75,101.443355070944,0.21794516154595,0.186613709034939,0.213432257995009,14.9939646345,59.3718435615,3720
"21","Örebro",2001,9,0.398565091158424,0.341731016477355,0.00954216227984032,282.972499084473,285.157916132609,100029.791666667,131.705999970745,0.250364166125655,0.188123333081603,0.241804167007407,14.9939646345,59.3718435615,3720
"22","Örebro",2001,10,0.244755691351765,0.178044063416551,0.00508648661866122,281.388709529754,283.433871361517,100135.524193548,99.7083870351484,0.24189274211324,0.205446371027539,0.239051209041669,14.9939646345,59.3718435615,3720
"23","Örebro",2001,11,0.195556826725489,0.130456790871406,0.00117216558090446,274.79375038147,276.522499720256,100021.416666667,39.0095999432559,0.237562499878307,0.220912916585803,0.23955749993523,14.9939646345,59.3718435615,3720
"24","Örebro",2001,12,0.0122710182863397,-0.0181020025476443,3.82648352662503e-05,270.3213706478,271.585079931444,100726.330645161,54.1080001045973,0.263025806856252,0.232918548427763,0.244091532042911,14.9939646345,59.3718435615,3720
"26","Örebro",2002,2,0.0723560539936495,0.0585533090391949,0.00067758707803447,273.920535496303,275.444196019854,98663.6607142857,105.774429029225,0.30797098104709,0.269831250022565,0.279129017942718,14.9939646345,59.3718435615,4410
"27","Örebro",2002,3,0.137816762998042,0.157883692769658,0.00357452675939166,273.489112977059,276.139113764609,100001.693548387,77.9585806847888,0.298515321686864,0.273683467699635,0.29149516119111,14.9939646345,59.3718435615,4410
"28","Örebro",2002,4,0.295892151863009,0.292250088410284,0.0115975329212135,277.911666361491,281.56458269755,100836.458333333,65.5343997817455,0.223162083389858,0.259612916223705,0.234891666285694,14.9939646345,59.3718435615,4410
"29","Örebro",2002,5,0.500461676885786,0.448943398109396,0.0395957932405613,283.080645038236,287.610887712048,100621.89516129,86.2049028192346,0.219741532518979,0.240153629513037,0.235854435471758,14.9939646345,59.3718435615,4410
"30","Örebro",2002,6,0.646368469356975,0.553345259067044,0.0636428203730228,286.862915547689,291.611666615804,100159,127.493999824219,0.224880833054582,0.212474166291455,0.221818332870801,14.9939646345,59.3718435615,4410
"31","Örebro",2002,7,0.618417491030576,0.53155545698256,0.0551742779188458,288.734274341214,293.049596232753,100201.008064516,144.211354825133,0.239869757885894,0.199579032198075,0.239399999980965,14.9939646345,59.3718435615,4410
"32","Örebro",2002,8,0.428096912471594,0.411981642099305,0.040386627001799,289.670968701763,294.917742698423,100741.612903226,31.2712259520713,0.191493548392769,0.204755646146594,0.210313306760884,14.9939646345,59.3718435615,4410
"33","Örebro",2002,9,0.347418716174162,0.314140143684489,0.0182463636849669,283.068749364217,287.523750305176,100815.916666667,21.470400123826,0.162200416748722,0.188752916641533,0.182049583022793,14.9939646345,59.3718435615,4410
"34","Örebro",2002,10,0.206069076870972,0.139546188304502,0.0014145355466071,275.225403201195,277.492742723034,100265.685483871,62.6051618083516,0.204703226264927,0.184680244554916,0.194911693493205,14.9939646345,59.3718435615,4410
"35","Örebro",2002,11,0.206069076870972,0.139546188304502,0.0014145355466071,272.203333791097,273.353750737508,100345.125,101.206800509408,0.262967500214775,0.18548374970754,0.227173749916255,14.9939646345,59.3718435615,4410
"38","Örebro",2003,2,0.0170425445767638,0.0527891544806514,5.55649128923554e-07,269.200446401324,271.009375435965,101400.535714286,36.9707143883846,0.323281695667122,0.180320089217275,0.316385713671999,14.9939646345,59.3718435615,4490
"39","Örebro",2003,3,0.142203720250493,0.127513754264991,0.00329004104206442,274.346773332165,277.087096060476,101160.887096774,22.7113549572242,0.267441129191749,0.177343951057523,0.319108871562827,14.9939646345,59.3718435615,4490
"40","Örebro",2003,4,0.175462835487365,0.199914300218353,0.00665257812950894,275.646250406901,279.376248931885,100904.458333333,67.0464003022063,0.218171249764661,0.18647041687121,0.222669999611874,14.9939646345,59.3718435615,4490
"41","Örebro",2003,5,0.397192201135118,0.35244560529119,0.0285055414442991,281.929031864289,285.977419453282,100316.612903226,79.7039998308484,0.227272177115083,0.212282258176034,0.240319758593555,14.9939646345,59.3718435615,4490
"42","Örebro",2003,6,0.397192201135118,0.35244560529119,0.0285055414442991,286.320416132609,290.595834096273,100212.791666667,146.156400382415,0.223081250240405,0.201853334096571,0.223388333618641,14.9939646345,59.3718435615,4490
"43","Örebro",2003,7,0.637027982377026,0.531816474679533,0.0653239433243778,289.809274734989,294.442742378481,100371.774193548,126.004645865021,0.213825000269759,0.186129435956959,0.210260081074892,14.9939646345,59.3718435615,4490
"44","Örebro",2003,8,0.538182072862347,0.497266542163793,0.0365523926775633,287.731049199258,291.941935631537,100196.370967742,49.2689029279355,0.174979435940904,0.165135887421427,0.175641935378794,14.9939646345,59.3718435615,4490
"45","Örebro",2003,9,0.440222934981168,0.424484543266129,0.0177209504456383,283.832081858317,287.784583028158,100686.916666667,24.8184001215122,0.154542500215272,0.154765000691017,0.167217083151142,14.9939646345,59.3718435615,4490
"46","Örebro",2003,10,0.30422412518721,0.247264659849061,0.00376504025683337,275.714112189508,278.502015759868,100004.596774194,62.824645468452,0.225354434922338,0.15264072593662,0.199985080608918,14.9939646345,59.3718435615,4490
"47","Örebro",2003,11,0.30422412518721,0.247264659849061,0.00376504025683337,275.919999949137,277.152916844686,100594.625,94.2840004286608,0.244279582922657,0.156514166419705,0.234804166418811,14.9939646345,59.3718435615,4490
"50","Örebro",2004,2,0.0904736488208257,0.108588961705264,0.00253543146470041,271.154741353002,272.849138062576,100021.336206897,64.3977930234198,0.349831894553941,0.18937499975336,0.404373705644032,14.9939646345,59.3718435615,4760
"51","Örebro",2004,3,0.0904736488208257,0.108588961705264,0.00253543146470041,273.250402635144,275.639918911842,100837.580645161,47.0949678523568,0.333672983692058,0.193534274855929,0.40354556277875,14.9939646345,59.3718435615,4760
"52","Örebro",2004,4,0.249839444741443,0.275956413807795,0.0151882283156107,277.583750279744,281.782499949137,100656.083333333,31.8491999932577,0.212157083302736,0.228865832773348,0.253380833255748,14.9939646345,59.3718435615,4760
"53","Örebro",2004,5,0.249839444741443,0.275956413807795,0.0151882283156107,282.689515513759,287.183871484572,100138.387096774,48.1819353907403,0.153234274276803,0.230847177546351,0.208991129131567,14.9939646345,59.3718435615,4760
"54","Örebro",2004,6,0.670721547574199,0.585548714443477,0.061076760292582,285.031250508626,289.662916183472,99975.1666666667,152.193600661849,0.183117083087564,0.204310416430235,0.191436250197391,14.9939646345,59.3718435615,4760
"55","Örebro",2004,7,0.680803382848795,0.571746050383032,0.0547862562892269,286.768951416016,291.099596208142,100119.637096774,95.4441288946592,0.212941129181174,0.184522984909915,0.203356854497425,14.9939646345,59.3718435615,4760
"56","Örebro",2004,8,0.50512307973412,0.456474243960356,0.0355174136331574,288.562500984438,292.241532602618,100158.346774194,126.506322188767,0.204190322708699,0.169864918315603,0.19622419353935,14.9939646345,59.3718435615,4760
"57","Örebro",2004,9,0.451690492501926,0.446271211523882,0.0190900680684518,283.868749745687,287.406250635783,99982.875,76.5719994702523,0.196992083266377,0.162563749899467,0.193368333516022,14.9939646345,59.3718435615,4760
"58","Örebro",2004,10,0.311930988796785,0.253680101587711,0.00298263133924634,278.680242846089,280.759274267381,100229.637096774,93.4165166702681,0.23414475783225,0.162560080808978,0.222466532741824,14.9939646345,59.3718435615,4760
"59","Örebro",2004,11,0.311930988796785,0.253680101587711,0.00298263133924634,273.790416844686,275.552499771118,100195.208333333,86.8535995830371,0.267517499439418,0.175030833110213,0.225216250556211,14.9939646345,59.3718435615,4760
"62","Örebro",2005,2,0.100171183358147,0.100023081462173,0.00303752173742537,269.766516957964,271.383928162711,100834.598214286,51.7821430026645,0.313920535413282,0.214499999037279,0.258469642472586,14.9939646345,59.3718435615,4360
"63","Örebro",2005,3,0.100171183358147,0.100023081462173,0.00303752173742537,269.464516547418,272.207660675049,100564.798387097,55.1949680945009,0.380145157897665,0.207729838488083,0.348762096056054,14.9939646345,59.3718435615,4360
"64","Örebro",2005,4,0.249084622139309,0.272360125687768,0.00844295564441839,277.328749974569,281.317083104452,100554.125,23.1012000951523,0.218214166971544,0.241527499941488,0.269269583187997,14.9939646345,59.3718435615,4360
"65","Örebro",2005,5,0.277025625617648,0.248598791846191,0.0241547403212543,281.716935803813,285.713306427002,100196.89516129,102.906580674082,0.225439516527037,0.243992338497793,0.233877419163623,14.9939646345,59.3718435615,4360
"66","Örebro",2005,6,0.669663180409727,0.567600226347823,0.0629701886912692,285.345833333333,289.447081756592,100359.291666667,78.5700003320471,0.223271666591366,0.223649166462322,0.227025000254313,14.9939646345,59.3718435615,4360
"67","Örebro",2005,7,0.660717701516844,0.570121091969497,0.0547664235669844,288.807258605957,293.143951292961,100176.411290323,146.176258522451,0.225939919390986,0.194017742850607,0.219315322897127,14.9939646345,59.3718435615,4360
"68","Örebro",2005,8,0.496712962440922,0.433375766710197,0.0379279065036416,287.2459681111,290.808871484572,100163.508064516,80.1429676073218,0.215516935613367,0.185462902390188,0.217808467786639,14.9939646345,59.3718435615,4360
"69","Örebro",2005,9,0.402588323555026,0.328618837253087,0.0186371637362759,284.29583307902,288.148333994547,100590.166666667,29.4948000839213,0.164493332865338,0.178802083122234,0.188721666671336,14.9939646345,59.3718435615,4360
"70","Örebro",2005,10,0.296285060687239,0.233878148777753,0.00585592661175579,279.295967225106,282.362903225806,100995.322580645,66.1482578594851,0.200957661194186,0.176023791033414,0.197121774056746,14.9939646345,59.3718435615,4360
"71","Örebro",2005,11,0.296285060687239,0.233878148777753,0.00585592661175579,276.859582773844,278.276249567668,100030.416666667,72.1440000486836,0.240322916395962,0.179564583301544,0.222934999875724,14.9939646345,59.3718435615,4360
"74","Örebro",2006,2,0.0940961498544849,0.0690636111996344,0.000125791183647989,268.872767993382,270.576339585441,100492.455357143,79.4147148140091,0.377073657565883,0.190932589050915,0.370641964221639,14.9939646345,59.3718435615,3900
"75","Örebro",2006,3,0.0940961498544849,0.0690636111996344,0.000125791183647989,267.442741086406,270.270968160322,100163.10483871,64.2878710870366,0.422293133733253,0.186776613335936,0.419634673504099,14.9939646345,59.3718435615,3900
"76","Örebro",2006,4,0.24474941190943,0.278958089135871,0.00602330114397447,276.25750058492,278.948332850138,99914.2916666667,81.2592002037035,0.261629166578253,0.204293333428601,0.363399995863438,14.9939646345,59.3718435615,3900
"77","Örebro",2006,5,0.373627093239009,0.351514486281842,0.026054808298587,282.112501082882,286.155241935484,100288.629032258,114.183871070377,0.234729435535208,0.25405282196739,0.250405242065749,14.9939646345,59.3718435615,3900
"78","Örebro",2006,6,0.573300658074061,0.498134504280787,0.0680294206985172,287.140832773844,291.771250406901,100766.875,77.0148001628512,0.219672499907513,0.233894166722894,0.226131665892899,14.9939646345,59.3718435615,3900
"79","Örebro",2006,7,0.608843834966626,0.528282091641327,0.0606178851364702,290.633871140019,295.78548419091,100860.161290323,60.2849034906637,0.194237500188812,0.19679032278157,0.19925685449233,14.9939646345,59.3718435615,3900
"80","Örebro",2006,8,0.467370826080632,0.442176892437793,0.0309288421144042,288.609676976358,292.890323146697,99859.7177419355,165.177291049795,0.224199193619913,0.172449999398762,0.216845564724457,14.9939646345,59.3718435615,3900
"81","Örebro",2006,9,0.462438602586094,0.410215167270554,0.0224067925504267,285.916666030884,289.790001296997,100348.458333333,35.3916001869038,0.196408749433855,0.175554582973321,0.211192083296676,14.9939646345,59.3718435615,3900
"82","Örebro",2006,10,0.297840835292158,0.225510514261538,0.00540033187803702,281.422177837741,283.392340014058,99912.4596774193,143.709677643499,0.246171370689427,0.179342338394734,0.236190726499884,14.9939646345,59.3718435615,3900
"83","Örebro",2006,11,0.256626658064137,0.201157809525151,0.000955334716053609,277.037916310628,278.658750534058,99674.875,92.2644002238031,0.269309583989282,0.214401666757961,0.265882500136892,14.9939646345,59.3718435615,3900
"86","Örebro",2007,2,0.2775981012814,0.286994459754352,0.00617560368021463,269.395088876997,270.833929198129,100326.919642857,65.3554289549935,0.351086160966328,0.248042857141367,0.335632142610848,14.9939646345,59.3718435615,4880
"87","Örebro",2007,3,0.2775981012814,0.286994459754352,0.00617560368021463,275.633871263073,277.951209652808,100321.129032258,61.4345808073062,0.288119354135086,0.243455644757036,0.333957256929528,14.9939646345,59.3718435615,4880
"88","Örebro",2007,4,0.312128085247335,0.296604084581162,0.016530526281089,278.782083384196,282.499582926432,100702.5,30.4559998764489,0.201853333351513,0.265227500349283,0.230972083285451,14.9939646345,59.3718435615,4880
"89","Örebro",2007,5,0.512579978712399,0.428845694689178,0.0360613767015255,282.29637170607,285.906451563681,99777.0564516129,89.5807745080146,0.190631048393346,0.238154436010988,0.211958064847896,14.9939646345,59.3718435615,4880
"90","Örebro",2007,6,0.676220095468811,0.593337572158428,0.0671263705078204,286.671249516805,291.590832773844,100137.5,108.086400925458,0.225202916438381,0.211068333250781,0.225669583491981,14.9939646345,59.3718435615,4880
"91","Örebro",2007,7,0.487170156424288,0.42693549552903,0.0526608049724611,287.15362856465,290.947984018633,99563.2258064516,96.4683870124353,0.228745967450161,0.196815726617652,0.22611048348969,14.9939646345,59.3718435615,4880
"92","Örebro",2007,8,0.458607053073286,0.365234298833645,0.0342687093003205,287.766935902257,291.781854444934,100213.911290323,81.135870912608,0.207748790061282,0.186472983670331,0.212653226008819,14.9939646345,59.3718435615,4880
"93","Örebro",2007,9,0.385401393335872,0.371819868288652,0.0146633712394003,283.038749949137,285.782917022705,100091,94.9752004097264,0.211452916574975,0.180053750301401,0.202224582992494,14.9939646345,59.3718435615,4880
"94","Örebro",2007,10,0.315370596869587,0.24922752004788,0.00437852688292016,278.677014627764,281.392338168237,101099.556451613,34.594838802942,0.211794758035291,0.180971370709519,0.213532258305819,14.9939646345,59.3718435615,4880
"95","Örebro",2007,11,0.160985295298537,0.0506320289380529,0.000710407294751897,274.56249961853,276.081251525879,99872.0833333333,74.7683999696165,0.242909166030586,0.185355416747431,0.226706666996082,14.9939646345,59.3718435615,4880
"98","Örebro",2008,2,0.216506233220928,0.194244519841726,0.00333947529975775,274.695689102699,276.543102922111,100251.293103448,71.0118622999383,0.25983491327999,0.263675431367652,0.259432328608015,14.9939646345,59.3718435615,4350
"99","Örebro",2008,3,0.216506233220928,0.194244519841726,0.00333947529975775,272.687499876945,274.949596035865,98847.5806451613,80.0802581047279,0.287132258256597,0.257239112870828,0.247206854303518,14.9939646345,59.3718435615,4350
"100","Örebro",2008,4,0.315183314091605,0.301562342629707,0.0159424107859295,277.909582392375,281.508750534058,100340.875,40.705200371167,0.232469582992295,0.250777915927271,0.247710000226895,14.9939646345,59.3718435615,4350
"101","Örebro",2008,5,0.315183314091605,0.301562342629707,0.0159424107859295,282.541128958425,287.674596478862,100967.096774194,41.9214194153469,0.190156855470231,0.234139112935912,0.219093145201764,14.9939646345,59.3718435615,4350
"102","Örebro",2008,6,0.585176141218198,0.498190478996436,0.0649580242035117,286.088749567668,290.988749694824,100079.083333333,66.7007999850739,0.169987083164354,0.200871666893363,0.187406250461936,14.9939646345,59.3718435615,4350
"103","Örebro",2008,7,0.632719459840901,0.552578528834679,0.0616600036108486,288.466533537834,293.383065254458,100307.540322581,94.3885157006105,0.204115322700912,0.175739918805418,0.2033653223827,14.9939646345,59.3718435615,4350
"104","Örebro",2008,8,0.391576355398698,0.347607756121536,0.0260056133411622,286.338306303947,289.383467643492,99756.6935483871,160.33819342399,0.24852056416773,0.170235484417888,0.241754838716119,14.9939646345,59.3718435615,4350
"105","Örebro",2008,9,0.0711627598485766,-0.0204020728301759,0.0105543391319189,282.069584528605,284.809583155314,100980.75,50.7384003114565,0.235353750052551,0.193841666728258,0.240488333503405,14.9939646345,59.3718435615,4350
"106","Örebro",2008,10,0.344551070672484,0.287203673674962,0.00415773371169762,279.512902905864,281.595565180625,99566.9758064516,105.19548433256,0.236781451130106,0.211024193453693,0.234139919401177,14.9939646345,59.3718435615,4350
"107","Örebro",2008,11,0.344551070672484,0.287203673674962,0.00415773371169762,275.000417073568,276.540833409627,99615.625,83.0411998762882,0.271260416445633,0.226322916708887,0.254946249350905,14.9939646345,59.3718435615,4350
"110","Örebro",2009,2,0.245711021919985,0.23940824444383,0.0125394715770599,269.384374209813,270.935267584664,100184.196428571,59.0837144864702,0.411280801253659,0.236043303406664,0.329470535873302,14.9939646345,59.3718435615,4330
"111","Örebro",2009,3,0.245711021919985,0.23940824444383,0.0125394715770599,272.377822260703,274.230241713985,100051.209677419,71.8443868761736,0.34164314464696,0.224819354532707,0.415235884848141,14.9939646345,59.3718435615,4330
"112","Örebro",2009,4,0.245711021919985,0.23940824444383,0.0125394715770599,278.730000813802,282.469166437785,100884.625,17.6579998522811,0.241640417526166,0.2581270829464,0.294646249587337,14.9939646345,59.3718435615,4330
"113","Örebro",2009,5,0.400861806700573,0.389690051494044,0.0337873289018573,282.065725265011,286.587097291023,100655.080645161,55.5816775095376,0.208936290274705,0.250102419466261,0.225777016051354,14.9939646345,59.3718435615,4330
"114","Örebro",2009,6,0.680054957827454,0.587232658524272,0.0551942745249603,284.886250178019,289.626667022705,100471.75,72.1223999259564,0.225575416348875,0.222462915877501,0.226974582920472,14.9939646345,59.3718435615,4330
"115","Örebro",2009,7,0.65454005267987,0.548486094512711,0.0525405742025298,287.781450702298,291.554033094837,99871.5725806452,185.955096701564,0.241871371204334,0.201904839866104,0.235122580501822,14.9939646345,59.3718435615,4330
"116","Örebro",2009,8,0.483672791135711,0.412442687740968,0.0360994976917907,287.60040332425,291.688305885561,100405.806451613,104.693806466516,0.219272984251861,0.192461291628499,0.219300000057105,14.9939646345,59.3718435615,4330
"117","Örebro",2009,9,0.450189216463212,0.426003570211479,0.0205911426487222,284.29666633606,287.700416819255,100407.541666667,45.5328003000433,0.199495000143846,0.189260833524168,0.213344166986644,14.9939646345,59.3718435615,4330
"118","Örebro",2009,10,0.351858761105286,0.300958267163277,0.00379408448596685,276.587903422694,278.928630090529,100504.758064516,67.9041294454164,0.220293145206186,0.189674596812937,0.215733467931709,14.9939646345,59.3718435615,4330
"119","Örebro",2009,11,0.351858761105286,0.300958267163277,0.00379408448596685,277.267915852865,278.314583333333,99509.7916666667,114.318000088315,0.244465417228639,0.196151250166198,0.239748749819895,14.9939646345,59.3718435615,4330
"122","Örebro",2010,2,0.213249478329992,0.2058167960386,0.00650969382646238,266.068749564035,268.162052971976,99892.2321428571,87.1560002035495,0.345456250544105,0.200154017989657,0.286805802424039,14.9939646345,59.3718435615,3540
"123","Örebro",2010,3,0.213249478329992,0.2058167960386,0.00650969382646238,271.093950702298,273.267338906565,100004.596774194,55.8325163088855,0.34690766132647,0.195335887312408,0.334508468547175,14.9939646345,59.3718435615,3540
"124","Örebro",2010,4,0.213249478329992,0.2058167960386,0.00650969382646238,276.819999949137,279.906666564941,100627.458333333,56.9591999347721,0.246132083920141,0.203727916566034,0.291670000118514,14.9939646345,59.3718435615,3540
"125","Örebro",2010,5,0.213249478329992,0.2058167960386,0.00650969382646238,281.564516498196,285.416128958425,100236.048387097,158.394193365923,0.242791128915644,0.244077419561725,0.246193548123683,14.9939646345,59.3718435615,3540
"126","Örebro",2010,6,0.640211383424123,0.550492324199879,0.0693516776077467,285.318750762939,290.36250038147,100256.041666667,54.5724002367023,0.226660833197335,0.236219583327572,0.233665000026425,14.9939646345,59.3718435615,3540
"127","Örebro",2010,7,0.617594669806654,0.530646554035624,0.0565617072818242,289.677822728311,294.162500319942,100375.564516129,110.494451133124,0.203688709606086,0.198176209424292,0.204261693622797,14.9939646345,59.3718435615,3540
"128","Örebro",2010,8,0.380876224533414,0.270637098322907,0.0237888420861975,287.087902561311,290.251210366526,100041.653225806,105.582193475496,0.246390321922879,0.190353629149256,0.241850806460265,14.9939646345,59.3718435615,3540
"129","Örebro",2010,9,0.489072461935365,0.446388293042678,0.0140309296720579,282.02708269755,285.303333282471,100380.541666667,59.0867999330841,0.222709583428999,0.198333750168482,0.22514125003169,14.9939646345,59.3718435615,3540
"130","Örebro",2010,10,0.358859928973226,0.297041297033374,0.00400213747600788,277.204838168237,279.687498646398,100337.459677419,60.0549680180673,0.227010887176279,0.20295241979822,0.228147983551025,14.9939646345,59.3718435615,3540
"131","Örebro",2010,11,0.358859928973226,0.297041297033374,0.00400213747600788,271.937500254313,273.257083384196,99752.5416666667,90.5580004871809,0.284847916724781,0.211983750015497,0.236421666728954,14.9939646345,59.3718435615,3540
"134","Örebro",2011,2,0.331504816249179,0.3134464463824,0.0161706935232231,267.275446823665,269.22678565979,100394.598214286,65.3438566621551,0.383744194305369,0.238530803338758,0.43089999604438,14.9939646345,59.3718435615,4570
"135","Örebro",2011,3,0.331504816249179,0.3134464463824,0.0161706935232231,271.890322654478,274.243951120684,100387.177419355,51.5891610412513,0.363127419184293,0.231802419488949,0.428243142582717,14.9939646345,59.3718435615,4570
"136","Örebro",2011,4,0.331504816249179,0.3134464463824,0.0161706935232231,279.565833155314,283.525416564941,100305.541666667,38.4803997690141,0.231932916554312,0.257514583008985,0.295977084214489,14.9939646345,59.3718435615,4570
"137","Örebro",2011,5,0.466584904292959,0.430761541039054,0.0392747951968563,281.582257670741,286.023791405462,100180.887096774,48.3596132029444,0.211607661458754,0.265077418978176,0.22895645103868,14.9939646345,59.3718435615,4570
"138","Örebro",2011,6,0.491316566771092,0.415194551114561,0.0632434648524516,286.969583511353,291.329582722982,99877.25,79.0451997304444,0.229870832897723,0.226766249972085,0.231895416602492,14.9939646345,59.3718435615,4570
"139","Örebro",2011,7,0.587410262042232,0.484232180225464,0.0528005496771206,288.342742058539,292.328629032258,99726.5322580645,113.274580254608,0.251246774028386,0.215301612512239,0.248683064875584,14.9939646345,59.3718435615,4570
"140","Örebro",2011,8,0.463576389415088,0.397240912300071,0.0316045923022051,286.975806205503,290.55403161818,99743.2661290323,95.9980648666744,0.249446774382264,0.222190726187921,0.250369354842171,14.9939646345,59.3718435615,4570
"141","Örebro",2011,9,0.4192337874305,0.350330573348277,0.0226351890659024,284.466250101725,287.27708269755,99602.3333333333,135.680399460989,0.268700417441626,0.249085416520635,0.271222916742166,14.9939646345,59.3718435615,4570
"142","Örebro",2011,10,0.262119018316528,0.180712958385082,0.00455539867677854,279.826613395445,281.950000147666,99965.8064516129,79.5994848166218,0.255343951945824,0.258663709545808,0.259460483767813,14.9939646345,59.3718435615,4570
"143","Örebro",2011,11,0.262119018316528,0.180712958385082,0.00455539867677854,277.551249694824,279.019583511353,100564.375,49.4855998185813,0.257759166508913,0.264365416889389,0.25934541746974,14.9939646345,59.3718435615,4570
"146","Örebro",2012,2,0.248928241513251,0.265004245557417,0.00449449760705871,269.440085575498,271.354311055151,100602.370689655,52.3651035955011,0.383907757892177,0.248572845204637,0.36176293009314,14.9939646345,59.3718435615,3900
"147","Örebro",2012,3,0.248928241513251,0.265004245557417,0.00449449760705871,275.630645505844,278.640322285314,100520.362903226,15.7505806351002,0.242866935689122,0.239208871558789,0.317001612616643,14.9939646345,59.3718435615,3900
"148","Örebro",2012,4,0.181255588464841,0.159028684580288,0.0114038124600085,275.726250330607,278.946666844686,99272.5416666667,83.2463995258422,0.254254166781902,0.265857084964712,0.258572499888639,14.9939646345,59.3718435615,3900
