"","X","State","Ag_District","month","Lat","Long","Year","erc","pr","rmin","tmmx","etr","eto","NDVI","prev","Crop_Yield"
"27",9410,"ILLINOIS","CENTRAL",10,40.4701529039302,-89.4017965589517,2003,26.8427644900422,17.2051958424244,33.0128800177212,301.956719228024,4.21919714705711,2.87024645794629,3102.25712380109,148,183
"28",10262,"ILLINOIS","CENTRAL",2,40.4701529039302,-89.4017965589517,2004,18.2386968108421,5.93631780777564,57.9157526706614,285.952320850566,1.53334408451994,1.07068941086654,1409.74127521174,183,186
"29",10475,"ILLINOIS","CENTRAL",3,40.4701529039302,-89.4017965589517,2004,24.0446521480368,25.8893621480536,38.4608950190614,297.779974446503,3.61054822320996,2.48108256341955,2809.37749303585,183,186
"30",10688,"ILLINOIS","CENTRAL",4,40.4701529039302,-89.4017965589517,2004,37.772030447279,19.7581121809315,30.5376449794338,304.047535706102,6.07645236774945,4.25251017363866,3528.73447039896,183,186
"31",10901,"ILLINOIS","CENTRAL",5,40.4701529039302,-89.4017965589517,2004,23.8659052865136,25.1575869531453,44.6205360590777,304.538515417566,5.91055956714836,4.52854680998909,4583.1584459741,183,186
"32",11114,"ILLINOIS","CENTRAL",6,40.4701529039302,-89.4017965589517,2004,25.5221670139391,32.299911485185,44.8148330062058,305.584784342406,6.31328238754289,4.94943554352609,7432.16240836796,183,186
"33",11327,"ILLINOIS","CENTRAL",7,40.4701529039302,-89.4017965589517,2004,23.2955918753467,20.2108087209434,54.9928315027589,307.427103926372,5.8068599817671,4.80595159052544,8386.83575247326,183,186
"34",11540,"ILLINOIS","CENTRAL",8,40.4701529039302,-89.4017965589517,2004,25.3131510754567,41.7571683994334,46.049282886893,306.000424360786,5.34728125673779,4.19707974445006,8064.71134217867,183,186
"35",11753,"ILLINOIS","CENTRAL",9,40.4701529039302,-89.4017965589517,2004,29.3635167063724,19.8094024961472,37.4265047453756,304.890764291903,5.96248776344904,4.34706033723694,4746.00022561692,183,186
"36",11966,"ILLINOIS","CENTRAL",10,40.4701529039302,-89.4017965589517,2004,24.2555285063953,30.9970521379405,39.720388938154,299.95692340343,3.59768756121922,2.46372065226417,3142.31572100022,183,186
"37",12819,"ILLINOIS","CENTRAL",2,40.4701529039302,-89.4017965589517,2005,15.600937411387,19.4267602888147,55.8547477978289,286.83550026642,1.53205042736218,1.09082087854393,2539.85107115057,186,146
"38",13033,"ILLINOIS","CENTRAL",3,40.4701529039302,-89.4017965589517,2005,30.3969650068697,11.5400788766211,37.8604047913611,291.170956736642,2.90141418013761,2.02545884702858,2682.84649702287,186,146
"39",13247,"ILLINOIS","CENTRAL",4,40.4701529039302,-89.4017965589517,2005,34.9186124648342,18.861336663961,33.709136833142,300.96840426646,5.86038539526665,4.16104343497586,3483.04469333169,186,146
"40",13461,"ILLINOIS","CENTRAL",5,40.4701529039302,-89.4017965589517,2005,42.6854552308339,12.0464538428883,31.5536580112149,303.765234384129,7.10700550027654,5.1843352246671,3995.71848373412,186,146
"41",13675,"ILLINOIS","CENTRAL",6,40.4701529039302,-89.4017965589517,2005,40.399514563312,11.7721671427165,39.7378536694042,308.075877471552,7.66380792531897,5.92087747642212,6909.08281762213,186,146
"42",13889,"ILLINOIS","CENTRAL",7,40.4701529039302,-89.4017965589517,2005,34.1465658656706,27.9022287243272,41.2251472504048,314.722268941964,7.59112974683293,5.94379500636299,7981.95195358212,186,146
"43",14103,"ILLINOIS","CENTRAL",8,40.4701529039302,-89.4017965589517,2005,25.9755864112912,22.9754726388721,46.5977101337491,310.324639681861,5.76902821059456,4.61921397710843,7957.65402662746,186,146
"44",14317,"ILLINOIS","CENTRAL",9,40.4701529039302,-89.4017965589517,2005,28.4487235242327,23.6337111575363,38.1242965757591,308.3613595188,5.80184734206121,4.28957389316407,4291.13570473396,186,146
"45",14531,"ILLINOIS","CENTRAL",10,40.4701529039302,-89.4017965589517,2005,25.5556370733931,18.123199048748,37.4962665873941,304.670371074664,4.15164028868396,2.84339288042916,3470.62800418404,186,146
"46",15386,"ILLINOIS","CENTRAL",2,40.4701529039302,-89.4017965589517,2006,24.1555070627582,8.73373978439822,35.0692931904171,288.972609825224,2.16857871479012,1.4384082876713,2715.7973447683,146,175
"47",15599,"ILLINOIS","CENTRAL",3,40.4701529039302,-89.4017965589517,2006,22.7014976289925,16.6211448654956,41.1932030159555,296.044051798049,2.95503398469278,2.07757775604128,2965.18667213931,146,175
"48",15812,"ILLINOIS","CENTRAL",4,40.4701529039302,-89.4017965589517,2006,28.0122715873378,33.9242725270771,33.2066544605531,302.269347395204,5.81540393392414,4.19730778620415,3672.84884056703,146,175
"49",16025,"ILLINOIS","CENTRAL",5,40.4701529039302,-89.4017965589517,2006,30.0390404177074,13.9726808474954,39.8280277751465,306.071617349771,5.95252552049123,4.43868286449593,4383.93032167024,146,175
"50",16238,"ILLINOIS","CENTRAL",6,40.4701529039302,-89.4017965589517,2006,33.2087337595162,13.4817627394466,42.1158169634905,306.367194882666,6.75269647228435,5.26566704897019,6672.46967220657,146,175
"51",16451,"ILLINOIS","CENTRAL",7,40.4701529039302,-89.4017965589517,2006,26.8948976812891,28.5671802087519,47.8859478693171,309.041724122225,6.82377486907327,5.52799352580767,8348.18199233051,146,175
"52",16664,"ILLINOIS","CENTRAL",8,40.4701529039302,-89.4017965589517,2006,22.6197283524064,23.0749365844655,47.2546103749742,310.829959423335,5.81915342193348,4.65805061226521,8434.60439519738,146,175
"53",16877,"ILLINOIS","CENTRAL",9,40.4701529039302,-89.4017965589517,2006,19.2820626366357,26.9764375147785,44.3838215993966,304.244030745215,4.76525020309622,3.57694782185649,5501.40802585456,146,175
"54",17090,"ILLINOIS","CENTRAL",10,40.4701529039302,-89.4017965589517,2006,25.4397996809493,25.1128126673253,37.689732366812,307.537899314907,4.06656573741598,2.72123369626014,3249.81174783211,146,175
"55",17942,"ILLINOIS","CENTRAL",2,40.4701529039302,-89.4017965589517,2007,24.20477588713,17.9012113763115,43.9759171748645,280.605508897787,1.40865507127437,0.954324854898776,1428.86368220141,175,193
"56",18155,"ILLINOIS","CENTRAL",3,40.4701529039302,-89.4017965589517,2007,26.5290916459018,21.082721314327,39.4625336785353,301.026447497916,4.11789257092212,2.84928368675059,2915.78119131999,175,193
"57",18368,"ILLINOIS","CENTRAL",4,40.4701529039302,-89.4017965589517,2007,32.4124405394106,25.1285885448762,34.0869672537419,300.151803440023,4.92737328310477,3.49361267942439,3395.64986932568,175,193
"58",18581,"ILLINOIS","CENTRAL",5,40.4701529039302,-89.4017965589517,2007,40.0631785725639,14.0084573360431,34.5705438120918,303.622857504768,7.44997480459844,5.4708454609782,5018.13151954855,175,193
"59",18794,"ILLINOIS","CENTRAL",6,40.4701529039302,-89.4017965589517,2007,35.9170521267766,30.1291540236892,41.6318289803883,306.129817128956,6.93421051706343,5.45225175294107,7593.13436482791,175,193
"60",19007,"ILLINOIS","CENTRAL",7,40.4701529039302,-89.4017965589517,2007,28.5179373887209,30.1478933356347,45.8540798798954,306.586010681394,6.65499562673248,5.35165908720148,8377.40027866205,175,193
"61",19220,"ILLINOIS","CENTRAL",8,40.4701529039302,-89.4017965589517,2007,25.3760636799489,20.354632235118,43.6787475479478,310.580025532169,6.51207245531569,5.12724165486005,7722.36360835315,175,193
"62",19433,"ILLINOIS","CENTRAL",9,40.4701529039302,-89.4017965589517,2007,32.305412523976,7.62923360559416,31.5049353144978,308.465646479259,6.65706299689256,4.74178300179369,3953.30910176421,175,193
"63",19646,"ILLINOIS","CENTRAL",10,40.4701529039302,-89.4017965589517,2007,26.4000037263127,23.9467497424103,37.0449144204375,303.924388041482,4.71148288851176,3.15458443536141,3368.51842933339,175,193
"64",20494,"ILLINOIS","CENTRAL",2,40.4701529039302,-89.4017965589517,2008,13.8464158888766,33.5416533883973,55.5167646281865,280.493272343247,1.23741379792631,0.864896132283239,1720.54573851473,193,193
"65",20703,"ILLINOIS","CENTRAL",3,40.4701529039302,-89.4017965589517,2008,21.6724233481477,15.6133803562301,45.7214325746578,291.601616699511,2.77642910509425,1.95911186083321,2597.45404397092,193,193
"66",20912,"ILLINOIS","CENTRAL",4,40.4701529039302,-89.4017965589517,2008,26.1518586084796,24.7228783114552,42.7328659854714,300.004288117275,4.63699381678567,3.35820045631274,3139.91167040612,193,193
"67",21121,"ILLINOIS","CENTRAL",5,40.4701529039302,-89.4017965589517,2008,29.1005027919325,22.7118611948328,40.1470226879412,302.49038919195,5.8222737709598,4.27813552189833,4065.76745671873,193,193
"68",21330,"ILLINOIS","CENTRAL",6,40.4701529039302,-89.4017965589517,2008,25.6286330913618,49.1266078283145,43.8031597846324,306.051524792508,7.58141124776881,5.81019825921264,6279.55598094721,193,193
"69",21539,"ILLINOIS","CENTRAL",7,40.4701529039302,-89.4017965589517,2008,23.6079069136145,37.4996334647967,51.6910680513082,305.535529141113,6.45863704323275,5.26275460246679,8303.34265179547,193,193
"70",21748,"ILLINOIS","CENTRAL",8,40.4701529039302,-89.4017965589517,2008,26.8991420767545,11.8506640117385,51.0458201272391,307.169089764635,5.49798095364296,4.47556495533274,8370.44985727452,193,193
"71",21957,"ILLINOIS","CENTRAL",9,40.4701529039302,-89.4017965589517,2008,17.742595708608,69.8544961119384,51.3971620053184,305.374528317541,4.08915237139794,3.18863637640128,6371.65463686578,193,193
"72",22166,"ILLINOIS","CENTRAL",10,40.4701529039302,-89.4017965589517,2008,25.0899613456199,24.5521226416968,37.7179753180659,302.457949924069,4.05642619766072,2.75737786848838,3568.08367796863,193,193
"73",22992,"ILLINOIS","CENTRAL",2,40.4701529039302,-89.4017965589517,2009,20.4771433788785,28.399067146358,46.5404375278847,291.50073215036,1.9524948253259,1.31258147969211,2447.92536806878,193,183
"74",23194,"ILLINOIS","CENTRAL",3,40.4701529039302,-89.4017965589517,2009,27.3446025324364,31.808661651882,38.7325485164059,296.118888158731,3.70615801160942,2.56730674911341,2600.07850323227,193,183
"75",23396,"ILLINOIS","CENTRAL",4,40.4701529039302,-89.4017965589517,2009,25.3636679819039,31.9862098481134,37.3721997384891,301.934556002737,4.87010089689497,3.46329070073638,3216.52830663672,193,183
"76",23598,"ILLINOIS","CENTRAL",5,40.4701529039302,-89.4017965589517,2009,26.4924575220447,50.9151962718385,39.9388707022117,302.759811438525,5.60714164868321,4.28403797674798,3996.09181996928,193,183
"77",23800,"ILLINOIS","CENTRAL",6,40.4701529039302,-89.4017965589517,2009,24.3171681654795,30.5998506519718,47.7588277892316,308.190782046131,6.0777843171006,4.89246303007621,6028.30437547197,193,183
"78",24002,"ILLINOIS","CENTRAL",7,40.4701529039302,-89.4017965589517,2009,23.1752159484083,31.0851015884849,55.6275631968262,304.015899032625,5.43670991193076,4.48852006281682,8007.48828347373,193,183
"79",24204,"ILLINOIS","CENTRAL",8,40.4701529039302,-89.4017965589517,2009,20.8265238582675,22.3231564978026,55.7610419190943,305.290476117833,5.04509893188082,4.12028998397919,8560.63720458377,193,183
"80",24406,"ILLINOIS","CENTRAL",9,40.4701529039302,-89.4017965589517,2009,21.362352656201,23.2390830844876,47.7389446835666,301.549290612363,4.20280818204781,3.29516987545215,7468.23939796984,193,183
"81",24608,"ILLINOIS","CENTRAL",10,40.4701529039302,-89.4017965589517,2009,13.2994901644249,41.6064270248767,52.0728814787149,293.913028492747,2.38409665658661,1.6755862033511,4015.70841142174,193,183
"82",25425,"ILLINOIS","CENTRAL",2,40.4701529039302,-89.4017965589517,2010,12.9667229151598,18.5619739739884,61.7480123227085,278.457005452126,0.85492888835276,0.63601936560432,705.533965769416,183,162
"83",25635,"ILLINOIS","CENTRAL",3,40.4701529039302,-89.4017965589517,2010,18.3081107278682,20.1061077293954,48.3491687905272,292.974158956862,2.77290200501944,2.02245997720833,2487.99880349389,183,162
"84",25845,"ILLINOIS","CENTRAL",4,40.4701529039302,-89.4017965589517,2010,27.9026127300216,21.9444135867115,36.4766529479585,302.359862134537,5.67919147913533,4.12417824669109,3437.29320079567,183,162
"85",26055,"ILLINOIS","CENTRAL",5,40.4701529039302,-89.4017965589517,2010,23.0786278892725,36.7728798508466,46.3918226724644,306.266740231041,5.10656678947072,3.93658067438727,4581.92203121955,183,162
"86",26265,"ILLINOIS","CENTRAL",6,40.4701529039302,-89.4017965589517,2010,16.3869088588852,41.95858955976,53.0534942266963,305.920955142615,6.02386572175675,4.97893295548961,7289.64422572609,183,162
"87",26475,"ILLINOIS","CENTRAL",7,40.4701529039302,-89.4017965589517,2010,23.1443227420008,39.2276754816563,54.7951734499211,307.129714549361,6.19614291494836,5.20178419860775,8175.97376021084,183,162
"88",26685,"ILLINOIS","CENTRAL",8,40.4701529039302,-89.4017965589517,2010,23.4434355758337,33.2293251697363,49.1676448307808,307.906478117464,5.82412765335889,4.83794310235513,7175.49474335909,183,162
"89",26895,"ILLINOIS","CENTRAL",9,40.4701529039302,-89.4017965589517,2010,24.8644167054954,31.495296112925,42.922259105613,305.737084145432,5.63605329331327,4.11396542974274,4303.3538120709,183,162
"90",27105,"ILLINOIS","CENTRAL",10,40.4701529039302,-89.4017965589517,2010,33.6669169609058,20.3523905720823,26.2756457764557,303.592289765486,5.24629415072976,3.47574319539169,3213.30679998687,183,162
"91",27945,"ILLINOIS","CENTRAL",2,40.4701529039302,-89.4017965589517,2011,15.0678992640486,28.2420236701835,50.8777124716296,293.841674945927,1.71061414437342,1.17306789077371,1347.1727585947,162,167.7
"92",28155,"ILLINOIS","CENTRAL",3,40.4701529039302,-89.4017965589517,2011,22.153551375464,17.7705044996898,39.2826401093404,298.389078377851,3.63956613618064,2.52259988292844,2676.99297786121,162,167.7
"93",28365,"ILLINOIS","CENTRAL",4,40.4701529039302,-89.4017965589517,2011,27.1963836346347,32.5578287631623,36.3930817711591,305.063429961998,5.50365547556195,3.86109282238967,3441.92266398723,162,167.7
"94",28575,"ILLINOIS","CENTRAL",5,40.4701529039302,-89.4017965589517,2011,27.6793186090848,44.6022269208049,39.40070400291,307.369933225177,6.17314551747905,4.59358379540126,4240.2018881761,162,167.7
"95",28785,"ILLINOIS","CENTRAL",6,40.4701529039302,-89.4017965589517,2011,23.9300525606459,29.7548820252904,42.8908720502611,309.347109082718,7.49972104562317,5.74495987989091,6956.29713656491,162,167.7
"96",28995,"ILLINOIS","CENTRAL",7,40.4701529039302,-89.4017965589517,2011,28.527529767961,22.4997291926837,46.9883976782263,312.771502288612,7.61083045423942,6.11724430455474,8193.37696653102,162,167.7
"97",29205,"ILLINOIS","CENTRAL",8,40.4701529039302,-89.4017965589517,2011,41.6477730447391,16.5690126558601,27.023277858671,316.222479951937,8.6780751127031,6.38364743307417,8058.11577883497,162,167.7
"98",29415,"ILLINOIS","CENTRAL",9,40.4701529039302,-89.4017965589517,2011,36.6200305470205,27.1660068312302,34.7935443142903,316.107951487698,6.16141866701957,4.34380975368568,5426.95391086981,162,167.7
"99",29625,"ILLINOIS","CENTRAL",10,40.4701529039302,-89.4017965589517,2011,35.396881327676,12.1618025458499,28.7569740804092,303.377335876842,5.14657959526751,3.41498218299504,3243.3684149249,162,167.7
"100",30465,"ILLINOIS","CENTRAL",2,40.4701529039302,-89.4017965589517,2012,24.9744138806644,11.1205313217299,45.138329545221,286.514376717517,2.20658459020702,1.47631005335307,2692.47473608352,167.7,116.5
"101",30676,"ILLINOIS","CENTRAL",3,40.4701529039302,-89.4017965589517,2012,30.6425079211013,9.08055144458418,38.2866419344824,301.78271340694,5.30489540737105,3.63085631972513,3127.3565716669,167.7,116.5
"102",30887,"ILLINOIS","CENTRAL",4,40.4701529039302,-89.4017965589517,2012,39.2732690510351,20.3005788367195,30.1505553339765,305.144197323627,6.2255999205371,4.35772522857321,3767.09089162184,167.7,116.5
"103",31098,"ILLINOIS","CENTRAL",5,40.4701529039302,-89.4017965589517,2012,38.9173480857066,17.371919114901,31.6334920496938,308.887928649896,7.96333370257418,5.91032172954486,4623.68619352679,167.7,116.5
"104",31309,"ILLINOIS","CENTRAL",6,40.4701529039302,-89.4017965589517,2012,45.5218831908113,21.8830338300239,28.9423533330773,313.166476818096,9.34036692216848,6.82933412039522,6773.26402336501,167.7,116.5
"105",31520,"ILLINOIS","CENTRAL",7,40.4701529039302,-89.4017965589517,2012,62.8293069379341,11.2357448929787,21.0332752841942,318.309763850692,11.8873357095615,8.54553383774215,7449.098267912,167.7,116.5
"106",31731,"ILLINOIS","CENTRAL",8,40.4701529039302,-89.4017965589517,2012,52.4449240729074,36.8875849247954,24.4333778874819,312.764365650858,8.21742931416794,5.97939245484384,6821.86585709808,167.7,116.5
"107",31942,"ILLINOIS","CENTRAL",9,40.4701529039302,-89.4017965589517,2012,29.3894075429048,46.3414722850717,36.6443372263252,307.263740150351,5.69452886955106,4.15612624929145,5109.53363604508,167.7,116.5
"108",32153,"ILLINOIS","CENTRAL",10,40.4701529039302,-89.4017965589517,2012,24.9059739632196,30.5914944548423,35.050641705377,302.077197871922,4.53345234854531,3.00894667622176,3582.50525580821,167.7,116.5
"109",35493,"ILLINOIS","CENTRAL",2,40.4701529039302,-89.4017965589517,2014,13.693486347735,17.6039705222916,55.390954726246,285.446491917247,1.07333101654807,0.755993139948,331.696012513916,187.8,218.5
"110",35703,"ILLINOIS","CENTRAL",3,40.4701529039302,-89.4017965589517,2014,23.9898948816193,12.5022188952033,41.2441546323944,291.663118017343,2.63214056735118,1.85775742239655,2532.49937355492,187.8,218.5
"111",35913,"ILLINOIS","CENTRAL",4,40.4701529039302,-89.4017965589517,2014,31.0554456285003,32.7461202930319,36.4807909040283,300.456231361652,5.33281789492286,3.80532143586439,3041.5179882983,187.8,218.5
"112",36123,"ILLINOIS","CENTRAL",5,40.4701529039302,-89.4017965589517,2014,34.5428259627679,18.4000517023987,37.8099691665728,304.836770289036,6.68701426601316,4.87406954022916,4570.32326241633,187.8,218.5
"113",36333,"ILLINOIS","CENTRAL",6,40.4701529039302,-89.4017965589517,2014,29.4499077792834,45.5299882430643,44.3963287438053,305.593519133082,7.09637850624136,5.50121534938511,7483.85931533848,187.8,218.5
"114",36543,"ILLINOIS","CENTRAL",7,40.4701529039302,-89.4017965589517,2014,33.3279190683545,23.8049790527485,40.1779339370463,304.486738250228,7.58062016720433,5.77485822913841,8606.43758369885,187.8,218.5
"115",36753,"ILLINOIS","CENTRAL",8,40.4701529039302,-89.4017965589517,2014,33.1370430734495,34.7898638380706,44.104347813356,307.382251958233,5.8813588851719,4.59594599368337,8493.59520700071,187.8,218.5
"116",36963,"ILLINOIS","CENTRAL",9,40.4701529039302,-89.4017965589517,2014,26.1889382391175,53.9176906404119,39.9758603746641,305.623081674829,5.23269621980339,3.84531093901944,5603.19923158799,187.8,218.5
"117",37173,"ILLINOIS","CENTRAL",10,40.4701529039302,-89.4017965589517,2014,24.0447528337434,30.7991082758018,42.5146172141177,299.723573612036,3.70680009750817,2.52279291810691,3514.50650037011,187.8,218.5
"118",38007,"ILLINOIS","CENTRAL",2,40.4701529039302,-89.4017965589517,2015,20.4068454939162,8.49819767880047,53.9050359066879,282.599960701265,1.03471779737401,0.722235463052771,681.453406704488,218.5,191.8
"119",38213,"ILLINOIS","CENTRAL",3,40.4701529039302,-89.4017965589517,2015,23.7705927098313,9.6602631523885,44.515432286734,298.085678205611,2.72623477568232,1.95732420748111,2661.90415564735,218.5,191.8
"120",38419,"ILLINOIS","CENTRAL",4,40.4701529039302,-89.4017965589517,2015,31.6164757141004,18.7557272594724,36.3241094794527,299.794366026797,5.40618082211682,3.84288729142556,3220.7850954599,218.5,191.8
"121",38625,"ILLINOIS","CENTRAL",5,40.4701529039302,-89.4017965589517,2015,29.085665904714,23.2874092858516,41.0402207637745,302.99368796392,6.47322000692142,4.83595319804239,4887.05569326386,218.5,191.8
"122",38831,"ILLINOIS","CENTRAL",6,40.4701529039302,-89.4017965589517,2015,19.4003077366826,58.3085446943226,53.7063226475026,306.591365528363,6.01732797792871,4.85741824517611,7725.15860888475,218.5,191.8
"123",39037,"ILLINOIS","CENTRAL",7,40.4701529039302,-89.4017965589517,2015,16.4380499925731,51.1140876185463,60.2973887174333,306.581298162374,5.44758556869507,4.70980307965045,8397.2274350102,218.5,191.8
"124",39243,"ILLINOIS","CENTRAL",8,40.4701529039302,-89.4017965589517,2015,23.8411578757935,26.2077616629852,50.3527601603732,305.912619028989,5.47415443074896,4.51097488046616,8020.69264275093,218.5,191.8
"125",39449,"ILLINOIS","CENTRAL",9,40.4701529039302,-89.4017965589517,2015,30.032631684263,39.3852144056502,38.704261787271,308.071301548117,6.3524013250317,4.60569694394189,4592.92156383231,218.5,191.8
"126",39655,"ILLINOIS","CENTRAL",10,40.4701529039302,-89.4017965589517,2015,37.0687177887547,18.12296303868,32.2056005727455,300.569006368695,5.05357217747918,3.34591573450168,3283.90909225761,218.5,191.8
"127",40484,"ILLINOIS","CENTRAL",2,40.4701529039302,-89.4017965589517,2016,21.9980042029115,4.80025639236992,50.4285369509374,289.921584069192,2.06949009062643,1.38879328658997,2688.52729048117,191.8,218.6
"128",40692,"ILLINOIS","CENTRAL",3,40.4701529039302,-89.4017965589517,2016,22.5815462281897,13.9541089747614,47.2367432306467,297.208010810216,3.2136437780042,2.29178563805825,3106.73981786365,191.8,218.6
"129",40900,"ILLINOIS","CENTRAL",4,40.4701529039302,-89.4017965589517,2016,29.7263581934982,15.70050489397,39.7041127419972,301.768532415419,4.97889660732144,3.62026191008785,3492.93794172018,191.8,218.6
"130",41108,"ILLINOIS","CENTRAL",5,40.4701529039302,-89.4017965589517,2016,26.8469885928037,25.5381651286477,40.8175580929676,303.286974529265,5.8912720930145,4.47687454891349,4453.85581844538,191.8,218.6
"131",41316,"ILLINOIS","CENTRAL",6,40.4701529039302,-89.4017965589517,2016,35.3223177836585,35.8053731482217,40.7882364841505,307.510509140987,7.76988525502763,6.05552649069318,7298.70120213768,191.8,218.6
"132",41524,"ILLINOIS","CENTRAL",7,40.4701529039302,-89.4017965589517,2016,21.7984576675034,40.7279919785219,58.6141928847916,307.038528116802,5.79679632940944,4.92591196251943,8583.07756783183,191.8,218.6
"133",41732,"ILLINOIS","CENTRAL",8,40.4701529039302,-89.4017965589517,2016,18.6097895080245,50.706582223784,56.5060562767729,306.331406992727,5.17959329691137,4.34663219396672,8489.56159964392,191.8,218.6
